Identifikácia pravidla,,,,,,W09–W11 Údaje o zvierati,,,,,W13/W14 + W16/W17 Nevyhnutné varovania,,,W15/W19/W20 Kontakty,,,,,,,,,,W21 Dobrovoľníci,,,W22/W23 Pomôžte sami,,,,,,,,,W24/W25 Ukončenie,,Interné,Developer flow – zranené zvieratá,
ID,Typ situácie,Kategória,Podkategória,Druh zvieraťa,Vyplniť na úrovni,W09 – checkboxy „Čo je zvieraťu?“,W09 – Je pri vedomí?,W09 – Ide o mláďa?,W09b – Iné,W09b/W11 – placeholder opisu,W13/W14 – vybraný frame,"W13/W14 – Čo nerobiť (doslova, všetky body)","W14 – Čo urobiť pred ďalším postupom (doslova, všetky body)",W15/W20 – kontakt 1 typ,Kontakt 1 – CTA / nadpis,Kontakt 1 – text pod nadpisom,Kontakt 1 – podľa polohy?,Kontakt 1 – lokalitná DB,W19/W15 – kontakt 2 typ,Kontakt 2 – CTA / nadpis,Kontakt 2 – text pod nadpisom,Kontakt 2 – podľa polohy?,Kontakt 2 – lokalitná DB,W21 – zobraziť?,W21 – poradie,W21 – text pod nadpisom,W22/W23 – zobraziť?,W22/W23 – intro,Krok 1 nadpis,Krok 1 text,Krok 2 nadpis,Krok 2 text,Krok 3 nadpis,Krok 3 text,Link,W24 – kto pomohol? možnosti,W25a/W25b – dôvody neúspechu,Poznámka pre IT / dizajn,Flow ID,Stav / čo ešte doplniť
ZRZAT-068,Zatúlané,Vtáky,Sovy,Kuvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-069,Zranené,Vtáky,Sovy,Myšiarka,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka nekŕmte a nenapájajte - hrozí vdýchnutie a zadusenie. • Pri ovisnutom krídle alebo podozrení na zlomeninu manipulujte čo najmenej. • Dravce môžu spôsobiť hlboké poranenia - často sa bránia najmä pazúrmi na nohách, niekedy aj pre ne typickým zahnutým zobákom.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto, dávajte pozor na pazúry.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a bez ďalšej manipulácie.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-070,Zatúlané,Vtáky,Sovy,Myšiarka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-071,Zranené,Vtáky,Sovy,Plamienka,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka nekŕmte a nenapájajte - hrozí vdýchnutie a zadusenie. • Pri ovisnutom krídle alebo podozrení na zlomeninu manipulujte čo najmenej. • Dravce môžu spôsobiť hlboké poranenia - často sa bránia najmä pazúrmi na nohách, niekedy aj pre ne typickým zahnutým zobákom.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto, dávajte pozor na pazúry.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a bez ďalšej manipulácie.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-072,Zatúlané,Vtáky,Sovy,Plamienka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-073,Zranené,Vtáky,Krkavcovité vtáky,Vrana,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka zbytočne nechytajte ani neprenášajte; neskúšajte ho púšťať alebo vyhadzovať do vzduchu.
• Nekŕmte ho a nedávajte mu vodu do zobáka.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a vo vetranej krabici.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-074,Zatúlané,Vtáky,Krkavcovité vtáky,Vrana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-075,Zranené,Vtáky,Krkavcovité vtáky,Havran,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka zbytočne nechytajte ani neprenášajte; neskúšajte ho púšťať alebo vyhadzovať do vzduchu.
• Nekŕmte ho a nedávajte mu vodu do zobáka.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a vo vetranej krabici.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-076,Zatúlané,Vtáky,Krkavcovité vtáky,Havran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-077,Zranené,Vtáky,Krkavcovité vtáky,Krkavec,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka zbytočne nechytajte ani neprenášajte; neskúšajte ho púšťať alebo vyhadzovať do vzduchu.
• Nekŕmte ho a nedávajte mu vodu do zobáka.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a vo vetranej krabici.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-078,Zatúlané,Vtáky,Krkavcovité vtáky,Krkavec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-079,Zranené,Vtáky,Krkavcovité vtáky,Straka,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má otvorenú ranu
Má poškodené alebo ovisnuté krídlo / nevie lietať
Má poranenú nohu / nevie stáť alebo chodiť
Narazilo do skla alebo inej prekážky
Je uviaznuté, zamotané alebo zlepené
Je znečistené olejom, lepidlom alebo inou látkou
Je apatické, dezorientované alebo sa nechá ľahko chytiť
Podozrenie na otravu
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Vtáka zbytočne nechytajte ani neprenášajte; neskúšajte ho púšťať alebo vyhadzovať do vzduchu.
• Nekŕmte ho a nedávajte mu vodu do zobáka.","• Ak je vták v bezprostrednom nebezpečí (napr. cesta, pes/mačka, riziko ďalšieho poranenia), šetrne ho prekryte látkou a presuňte len na najbližšie bezpečné miesto.
• Ak nie je v bezprostrednom nebezpečí, nezasahujte a sledujte ho z primeranej vzdialenosti. Ak už je zabezpečený, nechajte ho v tichu, tieni a vo vetranej krabici.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-080,Zatúlané,Vtáky,Krkavcovité vtáky,Straka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
